locus_tag,gene_name,experiment_id,treatment_type,timepoint,timepoint_hours,timepoint_order,log2fc,padj,rank,rank_up,rank_down,expression_status
PMM0370,cynA,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,1.17115756396876,0.01,67,13.0,,significant_up
PMM0246,ntcA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,day 89,2136.0,4,1.1701078414917,0.0095480862242047,217,132.0,,significant_up
PMM1463,glnB,10.1038/ismej.2016.70_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,20h,20.0,1,-1.161068434,1.0,1061,,,not_significant
PMM0970,urtA,10.1073/pnas.0601301103_phosphorus_stress_phosphate_starvation_med4_microarray,phosphorus_stress,4h,4.0,2,-1.16,0.3536,22,,,not_significant
PMM0970,urtA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,-1.1565311965991387,0.1601802175658621,252,,,not_significant
PMM0974,urtE,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 60,1440.0,3,1.152347546367662,0.0348920865983989,347,105.0,,significant_up
PMM0958,,10.1038/ismej.2011.49_iron_stress_iron_starvation_med4_med4_microarray_light_2,iron_stress,48h,48.0,1,1.14,0.01,36,31.0,,significant_up
PMM0965,ureA,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,3h,3.0,2,1.135729397,1.0,67,,,not_significant
PMM0974,urtE,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,days 60+89,,5,1.1288119951884,0.0010368018485933,193,125.0,,significant_up
PMM0973,urtD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,days 60+89,,5,1.12339067459106,0.000140304674138,196,126.0,,significant_up
PMM0373,cynS,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 89,2136.0,3,1.11622905731201,0.0279676097992219,467,261.0,,significant_up
PMM0958,,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,24h,24.0,3,1.11,0.21,417,,,not_significant
PMM0964,ureB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 89,2136.0,4,-1.1065851563246203,0.0693472387718947,302,,,not_significant
PMM0373,cynS,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,1.1027118233806716,0.0336034537276076,281,99.0,,significant_up
PMM0370,cynA,10.1038/ismej.2011.49_growth_medium_ironreplete_control_med4_med4_microarray,iron_stress,R (rescue: 70h vs 48h),,1,-1.1,0.01,81,,50.0,significant_down
PMM0370,cynA,10.1038/ismej.2015.36_carbon_stress_low_co2_and_no_med4_microarray,carbon_stress,,,1,-1.1,,152,,121.0,significant_down
PMM0373,cynS,10.1038/ismej.2015.36_carbon_stress_low_co2_and_no_med4_microarray,carbon_stress,,,1,-1.1,,153,,122.0,significant_down
PMM0920,glnA,10.1038/ismej.2015.36_carbon_stress_low_co2_0004_co2_med4_microarray,carbon_stress,,,1,-1.1,,172,,115.0,significant_down
PMM0963,ureC,10.1038/ismej.2015.36_carbon_stress_low_co2_0004_co2_med4_microarray,carbon_stress,,,1,-1.1,,174,,117.0,significant_down
PMM0971,urtB,10.1038/ismej.2015.36_carbon_stress_air_0036_co2_21_med4_microarray,carbon_stress,,,1,1.1,,43,28.0,,significant_up
PMM0971,urtB,10.1038/ismej.2015.36_carbon_stress_low_co2_0004_co2_med4_microarray,carbon_stress,,,1,-1.1,,175,,118.0,significant_down
PMM1462,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,-1.0943281976289208,0.6214600970182886,109,,,not_significant
PMM0263,amt1,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,6h,6.0,3,1.09022039554685,0.01,226,81.0,,significant_up
PMM0371,cynB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 89,2136.0,4,1.0885057021611748,0.2304651811014042,314,,,not_significant
PMM0965,ureA,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,24h,24.0,5,1.0838688978539,0.01,327,59.0,,significant_up
PMM0371,cynB,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,3h,3.0,2,1.080973522,1.0,83,,,not_significant
PMM0372,cynD,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,1.076372361,1.0,84,,,not_significant
PMM0964,ureB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,-1.0749233906365816,0.0270475908431999,295,,149.0,significant_down
PMM0393,pipX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,day 31,744.0,2,1.06904792785645,0.0076168317505336,234,93.0,,significant_up
PMM0970,urtA,10.1073/pnas.0601301103_phosphorus_stress_phosphate_starvation_med4_microarray,phosphorus_stress,24h,24.0,4,-1.065,0.7814,31,,,not_significant
PMM0370,cynA,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,-1.056210072,1.0,74,,,not_significant
PMM0373,cynS,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,24h,24.0,5,1.055594537,1.0,343,,,not_significant
PMM0263,amt1,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,24h,24.0,5,1.05240145098823,0.01,346,63.0,,significant_up
PMM0971,urtB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,-1.0511602928068344,0.1382291645990374,310,,,not_significant
PMM0964,ureB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 60,1440.0,3,-1.0448556988073128,0.071132508564371,416,,,not_significant
PMM0371,cynB,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,1.041090505,1.0,90,,,not_significant
PMM0263,amt1,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,day 31,744.0,2,1.03662236531576,4.36496332741234e-05,257,104.0,,significant_up
PMM0958,,10.1038/ismej.2011.49_growth_medium_ironreplete_control_med4_med4_microarray,iron_stress,R (rescue: 70h vs 48h),,1,-1.03,0.01,94,,57.0,significant_down
PMM0263,amt1,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 89,2136.0,3,1.01010862986247,0.0010926752597998,526,294.0,,significant_up
PMM0970,urtA,10.1038/nature06130_viral_phage_infected_med4_microarray,viral,2h,2.0,2,1.01,1.0,45,,,not_significant
PMM0973,urtD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen_stress,day 14,336.0,1,1.0075126293068315,0.0278893507331073,900,404.0,,significant_up
PMM0393,pipX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 14,336.0,1,1.00702953338623,0.0164797999456599,189,40.0,,significant_up
PMM1463,glnB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,-1.0065323828512034,0.4477691701769808,129,,,not_significant
PMM0970,urtA,10.1073/pnas.0601301103_phosphorus_stress_phosphate_starvation_med4_microarray,phosphorus_stress,12h,12.0,3,1.003,0.8832,33,,,not_significant
PMM0370,cynA,10.1038/ismej.2015.36_carbon_stress_low_co2_0004_co2_med4_microarray,carbon_stress,,,1,-1.0,,184,,124.0,significant_down
PMM0373,cynS,10.1038/ismej.2015.36_carbon_stress_low_co2_0004_co2_med4_microarray,carbon_stress,,,1,-1.0,,185,,125.0,significant_down
PMM0973,urtD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,day 60,1440.0,3,0.98583984375,0.0016268648269084,270,,,not_significant
PMM1512,glsF,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,48h,48.0,6,0.982868037,1.0,480,,,not_significant
PMM0974,urtE,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,0.982214898813072,,137,,,not_significant
PMM0372,cynD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,0.9576102955854874,0.051333371155627,383,,,not_significant
PMM1512,glsF,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,day 31,744.0,2,0.947477976481121,0.0007951410655234,313,,,not_significant
PMM1512,glsF,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,24h,24.0,3,0.94,0.4,471,,,not_significant
PMM0965,ureA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,-0.9142830421585856,,419,,,not_significant
PMM0964,ureB,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,6h,6.0,3,0.912417913,1.0,309,,,not_significant
PMM0974,urtE,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 31,744.0,2,0.91096424138658,0.1118366396753902,536,,,not_significant
PMM0972,urtC,10.1101/2025.11.24.690089_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,day 11,264.0,1,0.9061312069317764,0.1938605566671813,159,,,not_significant
PMM0970,urtA,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,0.905388640964646,0.01,135,16.0,,significant_up
PMM0373,cynS,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,6h,6.0,3,0.904883582,1.0,316,,,not_significant
PMM0958,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 60,1440.0,3,-0.8983479955553191,0.60040120585529,517,,,not_significant
PMM1512,glsF,10.1101/2025.11.24.690089_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,day 11,264.0,1,0.8981594094488956,0.2465756914173956,164,,,not_significant
PMM1512,glsF,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,6h,6.0,3,0.897205448251782,0.01,321,104.0,,significant_up
PMM0971,urtB,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,24h,24.0,5,0.89713493,1.0,446,,,not_significant
PMM0974,urtE,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,3h,3.0,1,-0.89,0.72,441,,,not_significant
PMM0687,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,-0.886398141356753,,433,,,not_significant
PMM0973,urtD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 89,2136.0,4,-0.880916185958924,0.1275609120539932,453,,,not_significant
PMM0958,,10.1038/ismej.2011.49_iron_stress_iron_starvation_med4_med4_microarray_light,iron_stress,24h,24.0,2,0.88,0.01,36,30.0,,significant_up
PMM1512,glsF,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,24h,24.0,5,0.872687543,1.0,458,,,not_significant
PMM0974,urtE,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,12h,12.0,4,0.872009404,1.0,575,,,not_significant
PMM0974,urtE,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,day 89,2136.0,4,0.870660463968915,0.0094201225813143,380,,,not_significant
PMM0971,urtB,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,48h,48.0,6,0.837361867,1.0,606,,,not_significant
PMM0965,ureA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 31,744.0,2,0.833249409993486,0.07384760350825,680,,,not_significant
PMM0970,urtA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 14,336.0,1,0.82442315419515,0.0039027325118359,272,,,not_significant
PMM0972,urtC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 31,744.0,2,0.82244300842285,0.0420836362339619,690,,,not_significant
PMM0974,urtE,10.1101/2025.11.24.690089_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,day 11,264.0,1,0.8184964119480244,,190,,,not_significant
PMM1512,glsF,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,12h,12.0,2,0.81,1.0,503,,,not_significant
PMM0393,pipX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,day 18,432.0,1,0.802088419596353,0.0704371637783041,166,,,not_significant
PMM0263,amt1,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,3h,3.0,2,0.801664843,1.0,220,,,not_significant
PMM0263,amt1,10.1038/ismej.2015.36_carbon_stress_low_co2_0004_co2_med4_microarray,carbon_stress,,,1,-0.8,,223,,155.0,significant_down
PMM0958,,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,12h,12.0,2,0.8,0.53,507,,,not_significant
PMM0963,ureC,10.1038/ismej.2015.36_carbon_stress_low_co2_and_no_med4_microarray,carbon_stress,,,1,-0.8,,206,,167.0,significant_down
PMM0974,urtE,10.1038/ismej.2015.36_carbon_stress_air_0036_co2_21_med4_microarray,carbon_stress,,,1,0.8,,100,74.0,,significant_up
PMM1462,,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,-0.799804616,1.0,138,,,not_significant
PMM0370,cynA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 89,2136.0,4,0.799704307326555,0.5143738519987008,526,,,not_significant
PMM0964,ureB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 14,336.0,1,0.797797203063965,0.0423704890111036,287,,,not_significant
PMM0970,urtA,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,0.77958576,1.0,290,,,not_significant
PMM0393,pipX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 89,2136.0,4,-0.7793615768495751,0.2045344209246003,556,,,not_significant
PMM0973,urtD,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,0.778950105,1.0,184,,,not_significant
PMM0373,cynS,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen_stress,day 14,336.0,1,0.7777349901718181,0.0941706523664379,1089,,,not_significant
PMM0974,urtE,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,3h,3.0,2,0.777664686,1.0,232,,,not_significant
PMM0970,urtA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 89,2136.0,3,-0.777386665344237,0.0014001002527953,682,,,not_significant
PMM1463,glnB,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,0.770936723,1.0,189,,,not_significant
PMM0972,urtC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen_stress,day 14,336.0,1,0.7696813665292588,0.073232218770298,1099,,,not_significant
PMM0393,pipX,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,12h,12.0,4,0.76440665,1.0,663,,,not_significant
PMM0958,,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,0.762798229,1.0,190,,,not_significant
PMM0370,cynA,10.1038/ismej.2011.49_iron_stress_iron_starvation_med4_med4_microarray_light_2,iron_stress,48h,48.0,1,0.75,0.01,83,55.0,,significant_up
PMM0971,urtB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,day 18,432.0,1,0.749757130940764,0.0833325761276877,184,,,not_significant
PMM0974,urtE,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,0.7425442175683088,0.18996293547247,573,,,not_significant
PMM0371,cynB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 89,2136.0,3,0.740062395731607,0.323042005558364,711,,,not_significant
PMM1512,glsF,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 60,1440.0,3,0.7390766652321479,0.1747935719734327,675,,,not_significant
PMM0393,pipX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 31,744.0,2,-0.7377817955450489,0.2011600137446337,679,,,not_significant
PMM0373,cynS,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,3h,3.0,2,0.73404732,1.0,274,,,not_significant
PMM0372,cynD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 31,744.0,2,0.713287989298502,0.0206303850684552,782,,,not_significant
PMM0920,glnA,10.1038/ismej.2015.36_carbon_stress_air_0036_co2_21_med4_microarray,carbon_stress,,,1,0.7,,125,94.0,,significant_up
PMM0393,pipX,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,-0.693732222,1.0,363,,,not_significant
PMM0371,cynB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 31,744.0,2,-0.6925340511172716,0.4541104875922977,731,,,not_significant
PMM0963,ureC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 31,744.0,2,0.6921263765572702,0.0359528739595411,733,,,not_significant
PMM1463,glnB,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,12h,12.0,2,0.69,0.96,542,,,not_significant
PMM1463,glnB,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,24h,24.0,3,0.69,0.56,573,,,not_significant
PMM0964,ureB,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,24h,24.0,5,0.683407688,1.0,614,,,not_significant
PMM1463,glnB,10.1101/2025.11.24.690089_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,day 11,264.0,1,0.6824204529870564,0.6136245058064669,275,,,not_significant
PMM1512,glsF,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,day 18,432.0,1,0.674486796061194,0.0247818742416318,256,,,not_significant
PMM1462,,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,0.673960899,1.0,240,,,not_significant
PMM0974,urtE,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,6h,6.0,3,0.662247233,1.0,537,,,not_significant
PMM0370,cynA,10.1038/ismej.2016.70_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,20h,20.0,1,-0.659818656,1.0,1344,,,not_significant
PMM1512,glsF,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,0.6491715388274515,0.1683592437135874,673,,,not_significant
PMM0263,amt1,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 31,744.0,2,0.647590637207035,0.015620114970028,834,,,not_significant
PMM0965,ureA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 60,1440.0,3,-0.6474502987866533,0.4312051784960993,773,,,not_significant
PMM0973,urtD,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,6h,6.0,3,0.642414235,1.0,557,,,not_significant
PMM0263,amt1,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,12h,12.0,4,0.640798321,1.0,793,,,not_significant
PMM0963,ureC,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,48h,48.0,6,0.63756763,1.0,822,,,not_significant
PMM0963,ureC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 14,336.0,1,0.63168239593506,0.0274045512638865,410,,,not_significant
PMM0373,cynS,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 31,744.0,2,0.629897435506186,0.180289681060176,851,,,not_significant
PMM0263,amt1,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 31,744.0,2,0.6232447386142197,0.4631565106848998,812,,,not_significant
PMM0970,urtA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 89,2136.0,4,-0.62179381078263,0.5455651745437524,742,,,not_significant
PMM0964,ureB,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,48h,48.0,6,0.608392413,1.0,855,,,not_significant
PMM0958,,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,-0.601113495,1.0,259,,,not_significant
PMM0920,glnA,10.1038/ismej.2015.36_carbon_stress_low_co2_and_no_med4_microarray,carbon_stress,,,1,-0.6,,236,,192.0,significant_down
PMM0263,amt1,10.1371/journal.pone.0165375_viral_phage_phm2_lysate_med4_rnaseq_dark,viral,2.5h post-inoculation,2.5,1,0.597,,7,1.0,,significant_up
PMM0971,urtB,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,-0.587202129,1.0,487,,,not_significant
PMM0246,ntcA,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,3h,3.0,1,0.57,1.0,595,,,not_significant
PMM0971,urtB,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,3h,3.0,1,-0.57,1.0,597,,,not_significant
PMM0687,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 89,2136.0,4,-0.5673599084026556,0.6003875860321027,814,,,not_significant
PMM0971,urtB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 89,2136.0,4,-0.5650201781130918,0.5232303390291719,817,,,not_significant
PMM0370,cynA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 89,2136.0,3,0.56135654449463,0.007184434611543,854,,,not_significant
PMM0370,cynA,10.1038/ismej.2011.49_iron_stress_iron_starvation_med4_med4_microarray_light,iron_stress,24h,24.0,2,0.56,0.01,80,50.0,,significant_up
PMM0371,cynB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,0.5554104939890949,0.5334093536642729,782,,,not_significant
PMM0372,cynD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 60,1440.0,3,0.5553027523601235,0.345292849915815,898,,,not_significant
PMM1512,glsF,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 89,2136.0,4,0.5530553680288416,0.3571518923289525,837,,,not_significant
PMM0973,urtD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 31,744.0,2,-0.5457684481531775,0.3527057275298099,919,,,not_significant
PMM1463,glnB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen_stress,day 14,336.0,1,-0.5422675688840383,0.4601319745449214,1319,,,not_significant
PMM0973,urtD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,-0.5343826345326517,0.3060309591106966,818,,,not_significant
PMM1512,glsF,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,day 60,1440.0,3,0.52946090698242,0.0337180581280147,606,,,not_significant
PMM0373,cynS,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,-0.525219279,1.0,554,,,not_significant
PMM0371,cynB,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,12h,12.0,2,0.52,0.69,608,,,not_significant
PMM0373,cynS,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,0.518030921,1.0,374,,,not_significant
PMM0973,urtD,10.1038/ismej.2016.70_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,20h,20.0,1,-0.514418645,0.800106314,1420,,,not_significant
PMM0920,glnA,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,0.509219432,1.0,580,,,not_significant
PMM0958,,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,-0.50501107,1.0,586,,,not_significant
PMM1512,glsF,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,days 60+89,,5,0.489871819814043,0.0169534101573042,658,,,not_significant
